anio,region_code,region_name,indicador,unidad,valor,unidad_original,dimension,agregacion
2021,02,Antofagasta,compra_intrarregional,pesos,3055572888696.17,miles de millones de pesos,dinero,total
2021,02,Antofagasta,facturas_compra_interregional,unidades,5435258.0,miles de unidades,conteo,total
2021,02,Antofagasta,facturas_venta_interregional,unidades,2116705.0,miles de unidades,conteo,total
2021,02,Antofagasta,venta_interregional,pesos,5104653565923.21,miles de millones de pesos,dinero,total
2021,02,Antofagasta,venta_intrarregional,pesos,3055572888696.17,miles de millones de pesos,dinero,total
2021,03,Atacama,compra_interregional,pesos,2078132391203.2998,miles de millones de pesos,dinero,total
2021,03,Atacama,compra_intrarregional,pesos,960932680119.662,miles de millones de pesos,dinero,total
2021,03,Atacama,facturas_compra_interregional,unidades,2728162.0,miles de unidades,conteo,total
2021,03,Atacama,facturas_venta_interregional,unidades,901342.0,miles de unidades,conteo,total
2021,03,Atacama,venta_interregional,pesos,1371105443380.915,miles de millones de pesos,dinero,total
2021,03,Atacama,venta_intrarregional,pesos,960932680119.662,miles de millones de pesos,dinero,total
2021,04,Coquimbo,compra_interregional,pesos,3588537975472.44,miles de millones de pesos,dinero,total
2021,04,Coquimbo,compra_intrarregional,pesos,2271548514146.14,miles de millones de pesos,dinero,total
2021,04,Coquimbo,facturas_compra_interregional,unidades,6221367.999999999,miles de unidades,conteo,total
2021,04,Coquimbo,facturas_venta_interregional,unidades,2197571.0,miles de unidades,conteo,total
2021,04,Coquimbo,venta_interregional,pesos,2268165609421.9204,miles de millones de pesos,dinero,total
2021,04,Coquimbo,venta_intrarregional,pesos,2271548514146.14,miles de millones de pesos,dinero,total
2021,05,Valparaíso,compra_interregional,pesos,9507832678802.602,miles de millones de pesos,dinero,total
2021,05,Valparaíso,compra_intrarregional,pesos,5965650554056.499,miles de millones de pesos,dinero,total
2021,05,Valparaíso,facturas_compra_interregional,unidades,15303645.0,miles de unidades,conteo,total
2021,05,Valparaíso,facturas_venta_interregional,unidades,8048382.000000001,miles de unidades,conteo,total
2021,05,Valparaíso,venta_interregional,pesos,13364878910869.07,miles de millones de pesos,dinero,total
2021,05,Valparaíso,venta_intrarregional,pesos,5965650554056.499,miles de millones de pesos,dinero,total
2021,06,O'Higgins,compra_interregional,pesos,6801614343247.26,miles de millones de pesos,dinero,total
2021,06,O'Higgins,compra_intrarregional,pesos,4037837312785.04,miles de millones de pesos,dinero,total
2021,06,O'Higgins,facturas_compra_interregional,unidades,8886988.0,miles de unidades,conteo,total
2021,06,O'Higgins,facturas_venta_interregional,unidades,3096011.0,miles de unidades,conteo,total
2021,06,O'Higgins,venta_interregional,pesos,4917624424909.4795,miles de millones de pesos,dinero,total
2021,06,O'Higgins,venta_intrarregional,pesos,4037837312785.04,miles de millones de pesos,dinero,total
2021,07,Maule,compra_interregional,pesos,5507795087232.84,miles de millones de pesos,dinero,total
2021,07,Maule,compra_intrarregional,pesos,4520002477326.859,miles de millones de pesos,dinero,total
2021,07,Maule,facturas_compra_interregional,unidades,8376425.999999999,miles de unidades,conteo,total
2021,07,Maule,facturas_venta_interregional,unidades,6064949.000000001,miles de unidades,conteo,total
2021,07,Maule,venta_interregional,pesos,4694971915052.11,miles de millones de pesos,dinero,total
2021,07,Maule,venta_intrarregional,pesos,4520002477326.859,miles de millones de pesos,dinero,total
2021,08,Biobío,compra_interregional,pesos,7932476878328.35,miles de millones de pesos,dinero,total
2021,08,Biobío,compra_intrarregional,pesos,6462764100146.6,miles de millones de pesos,dinero,total
2021,08,Biobío,facturas_compra_interregional,unidades,12764402.0,miles de unidades,conteo,total
2021,08,Biobío,facturas_venta_interregional,unidades,4949299.0,miles de unidades,conteo,total
2021,08,Biobío,venta_interregional,pesos,8067210860888.35,miles de millones de pesos,dinero,total
2021,08,Biobío,venta_intrarregional,pesos,6462764100146.6,miles de millones de pesos,dinero,total
2021,09,La Araucanía,compra_interregional,pesos,4106823399689.0205,miles de millones de pesos,dinero,total
2021,09,La Araucanía,compra_intrarregional,pesos,3411324429371.15,miles de millones de pesos,dinero,total
2021,09,La Araucanía,facturas_compra_interregional,unidades,7420465.0,miles de unidades,conteo,total
2021,09,La Araucanía,facturas_venta_interregional,unidades,3441422.0,miles de unidades,conteo,total
2021,09,La Araucanía,venta_interregional,pesos,3215045635981.5996,miles de millones de pesos,dinero,total
2021,09,La Araucanía,venta_intrarregional,pesos,3411324429371.15,miles de millones de pesos,dinero,total
2021,10,Los Lagos,compra_interregional,pesos,7253889661541.63,miles de millones de pesos,dinero,total
2021,10,Los Lagos,compra_intrarregional,pesos,6978208700394.689,miles de millones de pesos,dinero,total
2021,10,Los Lagos,facturas_compra_interregional,unidades,7838829.000000001,miles de unidades,conteo,total
2021,10,Los Lagos,facturas_venta_interregional,unidades,3889987.0,miles de unidades,conteo,total
2021,10,Los Lagos,venta_interregional,pesos,3797515756918.31,miles de millones de pesos,dinero,total
2021,10,Los Lagos,venta_intrarregional,pesos,6978208700394.689,miles de millones de pesos,dinero,total
2021,11,Aysén,compra_interregional,pesos,450903927378.083,miles de millones de pesos,dinero,total
2021,11,Aysén,compra_intrarregional,pesos,353769967424.0,miles de millones de pesos,dinero,total
2021,11,Aysén,facturas_compra_interregional,unidades,1046897.9999999999,miles de unidades,conteo,total
2021,11,Aysén,facturas_venta_interregional,unidades,298170.0,miles de unidades,conteo,total
2021,11,Aysén,venta_interregional,pesos,318930731492.578,miles de millones de pesos,dinero,total
2021,11,Aysén,venta_intrarregional,pesos,353769967424.0,miles de millones de pesos,dinero,total
2021,12,Magallanes,compra_interregional,pesos,1152865889647.679,miles de millones de pesos,dinero,total
2021,12,Magallanes,compra_intrarregional,pesos,869084324579.8729,miles de millones de pesos,dinero,total
2021,12,Magallanes,facturas_compra_interregional,unidades,1477137.0,miles de unidades,conteo,total
2021,12,Magallanes,facturas_venta_interregional,unidades,364499.0,miles de unidades,conteo,total
2021,12,Magallanes,venta_interregional,pesos,601305304737.596,miles de millones de pesos,dinero,total
2021,12,Magallanes,venta_intrarregional,pesos,869084324579.8729,miles de millones de pesos,dinero,total
2021,13,Metropolitana de Santiago,compra_interregional,pesos,44497870970877.6,miles de millones de pesos,dinero,total
2021,13,Metropolitana de Santiago,compra_intrarregional,pesos,168749451786793.0,miles de millones de pesos,dinero,total
2021,13,Metropolitana de Santiago,facturas_compra_interregional,unidades,28583194.0,miles de unidades,conteo,total
2021,13,Metropolitana de Santiago,facturas_venta_interregional,unidades,76637742.0,miles de unidades,conteo,total
2021,13,Metropolitana de Santiago,venta_interregional,pesos,54362775562354.2,miles de millones de pesos,dinero,total
2021,13,Metropolitana de Santiago,venta_intrarregional,pesos,168749451786793.0,miles de millones de pesos,dinero,total
2021,14,Los Ríos,compra_interregional,pesos,2353469222823.92,miles de millones de pesos,dinero,total
2021,14,Los Ríos,compra_intrarregional,pesos,1150464298768.924,miles de millones de pesos,dinero,total
2021,14,Los Ríos,facturas_compra_interregional,unidades,4023643.0,miles de unidades,conteo,total
2021,14,Los Ríos,facturas_venta_interregional,unidades,1750368.0,miles de unidades,conteo,total
2021,14,Los Ríos,venta_interregional,pesos,1650388326772.45,miles de millones de pesos,dinero,total
2021,14,Los Ríos,venta_intrarregional,pesos,1150464298768.924,miles de millones de pesos,dinero,total
2021,15,Arica y Parinacota,compra_interregional,pesos,932851291124.9099,miles de millones de pesos,dinero,total
2021,15,Arica y Parinacota,compra_intrarregional,pesos,448378024000.64197,miles de millones de pesos,dinero,total
2021,15,Arica y Parinacota,facturas_compra_interregional,unidades,1462106.0,miles de unidades,conteo,total
2021,15,Arica y Parinacota,facturas_venta_interregional,unidades,522713.99999999994,miles de unidades,conteo,total
2021,15,Arica y Parinacota,venta_interregional,pesos,420005742757.36804,miles de millones de pesos,dinero,total
2021,15,Arica y Parinacota,venta_intrarregional,pesos,448378024000.64197,miles de millones de pesos,dinero,total
2021,16,Ñuble,compra_interregional,pesos,2234243357122.5703,miles de millones de pesos,dinero,total
2021,16,Ñuble,compra_intrarregional,pesos,1385237281422.299,miles de millones de pesos,dinero,total
2021,16,Ñuble,facturas_compra_interregional,unidades,3770454.0,miles de unidades,conteo,total
2021,16,Ñuble,facturas_venta_interregional,unidades,2484969.0,miles de unidades,conteo,total
2021,16,Ñuble,venta_interregional,pesos,1961490773735.42,miles de millones de pesos,dinero,total
2021,16,Ñuble,venta_intrarregional,pesos,1385237281422.299,miles de millones de pesos,dinero,total
2022,01,Tarapacá,compra_interregional,pesos,4259745343150.65,miles de millones de pesos,dinero,total
2022,01,Tarapacá,compra_intrarregional,pesos,1478757536619.258,miles de millones de pesos,dinero,total
2022,01,Tarapacá,facturas_compra_interregional,unidades,2511303.0,miles de unidades,conteo,total
2022,01,Tarapacá,facturas_venta_interregional,unidades,998291.9999999999,miles de unidades,conteo,total
2022,01,Tarapacá,venta_interregional,pesos,1286015866161.196,miles de millones de pesos,dinero,total
2022,01,Tarapacá,venta_intrarregional,pesos,1478757536619.258,miles de millones de pesos,dinero,total
2022,02,Antofagasta,compra_interregional,pesos,7439735802944.67,miles de millones de pesos,dinero,total
2022,02,Antofagasta,compra_intrarregional,pesos,3902116904707.51,miles de millones de pesos,dinero,total
2022,02,Antofagasta,facturas_compra_interregional,unidades,5770113.0,miles de unidades,conteo,total
2022,02,Antofagasta,facturas_venta_interregional,unidades,2307143.0,miles de unidades,conteo,total
2022,02,Antofagasta,venta_interregional,pesos,7040272405450.79,miles de millones de pesos,dinero,total
2022,02,Antofagasta,venta_intrarregional,pesos,3902116904707.51,miles de millones de pesos,dinero,total
2022,03,Atacama,compra_interregional,pesos,2523109526445.55,miles de millones de pesos,dinero,total
2022,03,Atacama,compra_intrarregional,pesos,1227568324931.191,miles de millones de pesos,dinero,total
2022,03,Atacama,facturas_compra_interregional,unidades,2774444.0,miles de unidades,conteo,total
2022,03,Atacama,facturas_venta_interregional,unidades,988842.0,miles de unidades,conteo,total
2022,03,Atacama,venta_interregional,pesos,1708058834844.4001,miles de millones de pesos,dinero,total
2022,03,Atacama,venta_intrarregional,pesos,1227568324931.191,miles de millones de pesos,dinero,total
2022,04,Coquimbo,compra_interregional,pesos,4219772540465.0103,miles de millones de pesos,dinero,total
2022,04,Coquimbo,compra_intrarregional,pesos,2722439095274.31,miles de millones de pesos,dinero,total
2022,04,Coquimbo,facturas_compra_interregional,unidades,6366753.000000001,miles de unidades,conteo,total
2022,04,Coquimbo,facturas_venta_interregional,unidades,2335246.0,miles de unidades,conteo,total
2022,04,Coquimbo,venta_interregional,pesos,2672684049792.8604,miles de millones de pesos,dinero,total
2022,04,Coquimbo,venta_intrarregional,pesos,2722439095274.31,miles de millones de pesos,dinero,total
2022,05,Valparaíso,compra_interregional,pesos,11051265910243.979,miles de millones de pesos,dinero,total
2022,05,Valparaíso,compra_intrarregional,pesos,7232727852760.739,miles de millones de pesos,dinero,total
2022,05,Valparaíso,facturas_compra_interregional,unidades,15954170.0,miles de unidades,conteo,total
2022,05,Valparaíso,facturas_venta_interregional,unidades,8338477.000000001,miles de unidades,conteo,total
2022,05,Valparaíso,venta_interregional,pesos,20038050698857.3,miles de millones de pesos,dinero,total
2022,05,Valparaíso,venta_intrarregional,pesos,7232727852760.739,miles de millones de pesos,dinero,total
2022,06,O'Higgins,compra_interregional,pesos,8255628943968.461,miles de millones de pesos,dinero,total
2022,06,O'Higgins,compra_intrarregional,pesos,5129117892184.26,miles de millones de pesos,dinero,total
2022,06,O'Higgins,facturas_compra_interregional,unidades,9097163.0,miles de unidades,conteo,total
2022,06,O'Higgins,facturas_venta_interregional,unidades,3257380.0,miles de unidades,conteo,total
2022,06,O'Higgins,venta_interregional,pesos,6029947802306.34,miles de millones de pesos,dinero,total
2022,06,O'Higgins,venta_intrarregional,pesos,5129117892184.26,miles de millones de pesos,dinero,total
2022,07,Maule,compra_interregional,pesos,6651148024834.119,miles de millones de pesos,dinero,total
2022,07,Maule,compra_intrarregional,pesos,5402510238572.23,miles de millones de pesos,dinero,total
2022,07,Maule,facturas_compra_interregional,unidades,8612988.0,miles de unidades,conteo,total
2022,07,Maule,facturas_venta_interregional,unidades,6055446.0,miles de unidades,conteo,total
2022,07,Maule,venta_interregional,pesos,5350600517740.75,miles de millones de pesos,dinero,total
2022,07,Maule,venta_intrarregional,pesos,5402510238572.23,miles de millones de pesos,dinero,total
2022,08,Biobío,compra_interregional,pesos,9487328461238.6,miles de millones de pesos,dinero,total
2022,08,Biobío,compra_intrarregional,pesos,7864245624515.76,miles de millones de pesos,dinero,total
2022,08,Biobío,facturas_compra_interregional,unidades,13118238.0,miles de unidades,conteo,total
2022,08,Biobío,facturas_venta_interregional,unidades,5202203.0,miles de unidades,conteo,total
2022,08,Biobío,venta_interregional,pesos,10070938067355.041,miles de millones de pesos,dinero,total
2022,08,Biobío,venta_intrarregional,pesos,7864245624515.76,miles de millones de pesos,dinero,total
2022,09,La Araucanía,compra_interregional,pesos,4636384004551.34,miles de millones de pesos,dinero,total
2022,09,La Araucanía,compra_intrarregional,pesos,4013741701051.4,miles de millones de pesos,dinero,total
2022,09,La Araucanía,facturas_compra_interregional,unidades,7630147.0,miles de unidades,conteo,total
2022,09,La Araucanía,facturas_venta_interregional,unidades,3607793.0,miles de unidades,conteo,total
2022,09,La Araucanía,venta_interregional,pesos,3586364848306.62,miles de millones de pesos,dinero,total
2022,09,La Araucanía,venta_intrarregional,pesos,4013741701051.4,miles de millones de pesos,dinero,total
2022,10,Los Lagos,compra_interregional,pesos,8847205424973.62,miles de millones de pesos,dinero,total
2022,10,Los Lagos,compra_intrarregional,pesos,9090280336071.18,miles de millones de pesos,dinero,total
2022,10,Los Lagos,facturas_compra_interregional,unidades,8030966.0,miles de unidades,conteo,total
2022,10,Los Lagos,facturas_venta_interregional,unidades,4116205.0,miles de unidades,conteo,total
2022,10,Los Lagos,venta_interregional,pesos,4743803591010.8,miles de millones de pesos,dinero,total
2022,10,Los Lagos,venta_intrarregional,pesos,9090280336071.18,miles de millones de pesos,dinero,total
2022,11,Aysén,compra_interregional,pesos,490647681815.424,miles de millones de pesos,dinero,total
2022,11,Aysén,compra_intrarregional,pesos,429845480928.096,miles de millones de pesos,dinero,total
2022,11,Aysén,facturas_compra_interregional,unidades,1093212.0,miles de unidades,conteo,total
2022,11,Aysén,facturas_venta_interregional,unidades,324591.0,miles de unidades,conteo,total
2022,11,Aysén,venta_interregional,pesos,387087644792.425,miles de millones de pesos,dinero,total
2022,11,Aysén,venta_intrarregional,pesos,429845480928.096,miles de millones de pesos,dinero,total
2022,12,Magallanes,compra_interregional,pesos,1431286176968.76,miles de millones de pesos,dinero,total
2022,12,Magallanes,compra_intrarregional,pesos,1106117068734.226,miles de millones de pesos,dinero,total
2022,12,Magallanes,facturas_compra_interregional,unidades,1553996.0,miles de unidades,conteo,total
2022,12,Magallanes,facturas_venta_interregional,unidades,408279.0,miles de unidades,conteo,total
2022,12,Magallanes,venta_interregional,pesos,744025286993.079,miles de millones de pesos,dinero,total
2022,12,Magallanes,venta_intrarregional,pesos,1106117068734.226,miles de millones de pesos,dinero,total
2022,13,Metropolitana de Santiago,compra_interregional,pesos,57873871906871.1,miles de millones de pesos,dinero,total
2022,13,Metropolitana de Santiago,compra_intrarregional,pesos,201919339464379.0,miles de millones de pesos,dinero,total
2022,13,Metropolitana de Santiago,facturas_compra_interregional,unidades,29916727.0,miles de unidades,conteo,total
2022,13,Metropolitana de Santiago,facturas_venta_interregional,unidades,79340495.0,miles de unidades,conteo,total
2022,13,Metropolitana de Santiago,venta_interregional,pesos,65043886879070.9,miles de millones de pesos,dinero,total
2022,13,Metropolitana de Santiago,venta_intrarregional,pesos,201919339464379.0,miles de millones de pesos,dinero,total
2022,14,Los Ríos,compra_interregional,pesos,2766836077511.3203,miles de millones de pesos,dinero,total
2022,14,Los Ríos,compra_intrarregional,pesos,1363081309613.487,miles de millones de pesos,dinero,total
2022,14,Los Ríos,facturas_compra_interregional,unidades,4208480.0,miles de unidades,conteo,total
2022,14,Los Ríos,facturas_venta_interregional,unidades,1798976.0,miles de unidades,conteo,total
2022,14,Los Ríos,venta_interregional,pesos,2063501843573.6702,miles de millones de pesos,dinero,total
2022,14,Los Ríos,venta_intrarregional,pesos,1363081309613.487,miles de millones de pesos,dinero,total
2022,15,Arica y Parinacota,compra_interregional,pesos,1063509292268.72,miles de millones de pesos,dinero,total
2022,15,Arica y Parinacota,compra_intrarregional,pesos,549438123217.64404,miles de millones de pesos,dinero,total
2022,15,Arica y Parinacota,facturas_compra_interregional,unidades,1471292.0,miles de unidades,conteo,total
2022,15,Arica y Parinacota,facturas_venta_interregional,unidades,514748.00000000006,miles de unidades,conteo,total
2022,15,Arica y Parinacota,venta_interregional,pesos,487321188953.0,miles de millones de pesos,dinero,total
2022,15,Arica y Parinacota,venta_intrarregional,pesos,549438123217.64404,miles de millones de pesos,dinero,total
2022,16,Ñuble,compra_interregional,pesos,2661747137883.19,miles de millones de pesos,dinero,total
2022,16,Ñuble,compra_intrarregional,pesos,1691836911823.56,miles de millones de pesos,dinero,total
2022,16,Ñuble,facturas_compra_interregional,unidades,3920923.0,miles de unidades,conteo,total
2022,16,Ñuble,facturas_venta_interregional,unidades,2436799.0,miles de unidades,conteo,total
2022,16,Ñuble,venta_interregional,pesos,2406662730924.91,miles de millones de pesos,dinero,total
2022,16,Ñuble,venta_intrarregional,pesos,1691836911823.56,miles de millones de pesos,dinero,total
2023,01,Tarapacá,compra_interregional,pesos,4719792146078.561,miles de millones de pesos,dinero,total
2023,01,Tarapacá,compra_intrarregional,pesos,1588446376276.22,miles de millones de pesos,dinero,total
2023,01,Tarapacá,facturas_compra_interregional,unidades,2623362.0,miles de unidades,conteo,total
2023,01,Tarapacá,facturas_venta_interregional,unidades,1012678.0,miles de unidades,conteo,total
2023,01,Tarapacá,venta_interregional,pesos,1504182019900.99,miles de millones de pesos,dinero,total
2023,01,Tarapacá,venta_intrarregional,pesos,1588446376276.22,miles de millones de pesos,dinero,total
2023,02,Antofagasta,compra_interregional,pesos,8321437810954.76,miles de millones de pesos,dinero,total
2023,02,Antofagasta,compra_intrarregional,pesos,3875871157614.35,miles de millones de pesos,dinero,total
2023,02,Antofagasta,facturas_compra_interregional,unidades,6070855.0,miles de unidades,conteo,total
2023,02,Antofagasta,facturas_venta_interregional,unidades,2421681.0,miles de unidades,conteo,total
2023,02,Antofagasta,venta_interregional,pesos,8149746803776.16,miles de millones de pesos,dinero,total
2023,02,Antofagasta,venta_intrarregional,pesos,3875871157614.35,miles de millones de pesos,dinero,total
2023,03,Atacama,compra_interregional,pesos,2350271151000.8,miles de millones de pesos,dinero,total
2023,03,Atacama,compra_intrarregional,pesos,1320611581562.55,miles de millones de pesos,dinero,total
2023,03,Atacama,facturas_compra_interregional,unidades,2829517.0,miles de unidades,conteo,total
2023,03,Atacama,facturas_venta_interregional,unidades,983053.0,miles de unidades,conteo,total
2023,03,Atacama,venta_interregional,pesos,1859600702399.2002,miles de millones de pesos,dinero,total
2023,03,Atacama,venta_intrarregional,pesos,1320611581562.55,miles de millones de pesos,dinero,total
2023,04,Coquimbo,compra_interregional,pesos,4375397385503.44,miles de millones de pesos,dinero,total
2023,04,Coquimbo,compra_intrarregional,pesos,2768099656635.69,miles de millones de pesos,dinero,total
2023,04,Coquimbo,facturas_compra_interregional,unidades,6462243.0,miles de unidades,conteo,total
2023,04,Coquimbo,facturas_venta_interregional,unidades,2443348.0,miles de unidades,conteo,total
2023,04,Coquimbo,venta_interregional,pesos,2920892787795.6597,miles de millones de pesos,dinero,total
2023,04,Coquimbo,venta_intrarregional,pesos,2768099656635.69,miles de millones de pesos,dinero,total
2023,05,Valparaíso,compra_interregional,pesos,11437958889777.74,miles de millones de pesos,dinero,total
2023,05,Valparaíso,compra_intrarregional,pesos,7545124716031.34,miles de millones de pesos,dinero,total
2023,05,Valparaíso,facturas_compra_interregional,unidades,16612565.999999998,miles de unidades,conteo,total
2023,05,Valparaíso,facturas_venta_interregional,unidades,8343852.999999999,miles de unidades,conteo,total
2023,05,Valparaíso,venta_interregional,pesos,18576124415905.098,miles de millones de pesos,dinero,total
2023,05,Valparaíso,venta_intrarregional,pesos,7545124716031.34,miles de millones de pesos,dinero,total
2023,06,O'Higgins,compra_interregional,pesos,8184960182002.7705,miles de millones de pesos,dinero,total
2023,06,O'Higgins,compra_intrarregional,pesos,5211110351707.49,miles de millones de pesos,dinero,total
2023,06,O'Higgins,facturas_compra_interregional,unidades,9204664.0,miles de unidades,conteo,total
2023,06,O'Higgins,facturas_venta_interregional,unidades,3459685.0,miles de unidades,conteo,total
2023,06,O'Higgins,venta_interregional,pesos,6270632684885.64,miles de millones de pesos,dinero,total
2023,06,O'Higgins,venta_intrarregional,pesos,5211110351707.49,miles de millones de pesos,dinero,total
2023,07,Maule,compra_interregional,pesos,6593231245762.66,miles de millones de pesos,dinero,total
2023,07,Maule,compra_intrarregional,pesos,5313565769093.0,miles de millones de pesos,dinero,total
2023,07,Maule,facturas_compra_interregional,unidades,8956927.0,miles de unidades,conteo,total
2023,07,Maule,facturas_venta_interregional,unidades,6028604.0,miles de unidades,conteo,total
2023,07,Maule,venta_interregional,pesos,5661363341105.37,miles de millones de pesos,dinero,total
2023,07,Maule,venta_intrarregional,pesos,5313565769093.0,miles de millones de pesos,dinero,total
2023,08,Biobío,compra_interregional,pesos,9679839337846.43,miles de millones de pesos,dinero,total
2023,08,Biobío,compra_intrarregional,pesos,8117858534738.38,miles de millones de pesos,dinero,total
2023,08,Biobío,facturas_compra_interregional,unidades,13655721.0,miles de unidades,conteo,total
2023,08,Biobío,facturas_venta_interregional,unidades,5244904.0,miles de unidades,conteo,total
2023,08,Biobío,venta_interregional,pesos,10387243890360.58,miles de millones de pesos,dinero,total
2023,08,Biobío,venta_intrarregional,pesos,8117858534738.38,miles de millones de pesos,dinero,total
2023,09,La Araucanía,compra_interregional,pesos,4626823383982.131,miles de millones de pesos,dinero,total
2023,09,La Araucanía,compra_intrarregional,pesos,4275180360724.3,miles de millones de pesos,dinero,total
2023,09,La Araucanía,facturas_compra_interregional,unidades,7976242.0,miles de unidades,conteo,total
2023,09,La Araucanía,facturas_venta_interregional,unidades,3714054.0,miles de unidades,conteo,total
2023,09,La Araucanía,venta_interregional,pesos,3775871880060.46,miles de millones de pesos,dinero,total
2023,09,La Araucanía,venta_intrarregional,pesos,4275180360724.3,miles de millones de pesos,dinero,total
2023,10,Los Lagos,compra_interregional,pesos,9319418043055.73,miles de millones de pesos,dinero,total
2023,10,Los Lagos,compra_intrarregional,pesos,9394014254116.14,miles de millones de pesos,dinero,total
2023,10,Los Lagos,facturas_compra_interregional,unidades,8444584.0,miles de unidades,conteo,total
2023,10,Los Lagos,facturas_venta_interregional,unidades,4311898.0,miles de unidades,conteo,total
2023,10,Los Lagos,venta_interregional,pesos,4969770566206.69,miles de millones de pesos,dinero,total
2023,10,Los Lagos,venta_intrarregional,pesos,9394014254116.14,miles de millones de pesos,dinero,total
2023,11,Aysén,compra_interregional,pesos,483812694604.32404,miles de millones de pesos,dinero,total
2023,11,Aysén,compra_intrarregional,pesos,442594075555.809,miles de millones de pesos,dinero,total
2023,11,Aysén,facturas_compra_interregional,unidades,1155299.0,miles de unidades,conteo,total
2023,11,Aysén,facturas_venta_interregional,unidades,338416.0,miles de unidades,conteo,total
2023,11,Aysén,venta_interregional,pesos,339792842152.7,miles de millones de pesos,dinero,total
2023,11,Aysén,venta_intrarregional,pesos,442594075555.809,miles de millones de pesos,dinero,total
2023,12,Magallanes,compra_interregional,pesos,1488622714492.2,miles de millones de pesos,dinero,total
2023,12,Magallanes,compra_intrarregional,pesos,1132843403351.845,miles de millones de pesos,dinero,total
2023,12,Magallanes,facturas_compra_interregional,unidades,1622800.0,miles de unidades,conteo,total
2023,12,Magallanes,facturas_venta_interregional,unidades,415861.0,miles de unidades,conteo,total
2023,12,Magallanes,venta_interregional,pesos,849319911213.738,miles de millones de pesos,dinero,total
2023,12,Magallanes,venta_intrarregional,pesos,1132843403351.845,miles de millones de pesos,dinero,total
2023,13,Metropolitana de Santiago,compra_interregional,pesos,58060497845184.3,miles de millones de pesos,dinero,total
2023,13,Metropolitana de Santiago,compra_intrarregional,pesos,210123203354898.0,miles de millones de pesos,dinero,total
2023,13,Metropolitana de Santiago,facturas_compra_interregional,unidades,30406767.0,miles de unidades,conteo,total
2023,13,Metropolitana de Santiago,facturas_venta_interregional,unidades,82368142.0,miles de unidades,conteo,total
2023,13,Metropolitana de Santiago,venta_interregional,pesos,65851276114832.41,miles de millones de pesos,dinero,total
2023,13,Metropolitana de Santiago,venta_intrarregional,pesos,210123203354898.0,miles de millones de pesos,dinero,total
2023,14,Los Ríos,compra_interregional,pesos,2774076806786.4,miles de millones de pesos,dinero,total
2023,14,Los Ríos,compra_intrarregional,pesos,1408470699496.03,miles de millones de pesos,dinero,total
2023,14,Los Ríos,facturas_compra_interregional,unidades,4391669.0,miles de unidades,conteo,total
2023,14,Los Ríos,facturas_venta_interregional,unidades,1833612.0,miles de unidades,conteo,total
2023,14,Los Ríos,venta_interregional,pesos,2099850517685.9998,miles de millones de pesos,dinero,total
2023,14,Los Ríos,venta_intrarregional,pesos,1408470699496.03,miles de millones de pesos,dinero,total
2023,15,Arica y Parinacota,compra_interregional,pesos,1156914892598.265,miles de millones de pesos,dinero,total
2023,15,Arica y Parinacota,compra_intrarregional,pesos,547139269230.8,miles de millones de pesos,dinero,total
2023,15,Arica y Parinacota,facturas_compra_interregional,unidades,1520274.0,miles de unidades,conteo,total
2023,15,Arica y Parinacota,facturas_venta_interregional,unidades,512938.99999999994,miles de unidades,conteo,total
2023,15,Arica y Parinacota,venta_interregional,pesos,499112759125.0,miles de millones de pesos,dinero,total
2023,15,Arica y Parinacota,venta_intrarregional,pesos,547139269230.8,miles de millones de pesos,dinero,total
2023,16,Ñuble,compra_interregional,pesos,2617489786942.67,miles de millones de pesos,dinero,total
2023,16,Ñuble,compra_intrarregional,pesos,1760500306568.12,miles de millones de pesos,dinero,total
2023,16,Ñuble,facturas_compra_interregional,unidades,4047913.0,miles de unidades,conteo,total
2023,16,Ñuble,facturas_venta_interregional,unidades,2548675.0,miles de unidades,conteo,total
2023,16,Ñuble,venta_interregional,pesos,2475763079167.75,miles de millones de pesos,dinero,total
2023,16,Ñuble,venta_intrarregional,pesos,1760500306568.12,miles de millones de pesos,dinero,total
2024,01,Tarapacá,compra_interregional,pesos,4418545496785.41,miles de millones de pesos,dinero,total
2024,01,Tarapacá,compra_intrarregional,pesos,1628141489572.8599,miles de millones de pesos,dinero,total
2024,01,Tarapacá,facturas_compra_interregional,unidades,2674841.0,miles de unidades,conteo,total
2024,01,Tarapacá,facturas_venta_interregional,unidades,1074708.0,miles de unidades,conteo,total
2024,01,Tarapacá,venta_interregional,pesos,1774444569340.09,miles de millones de pesos,dinero,total
2024,01,Tarapacá,venta_intrarregional,pesos,1628141489572.8599,miles de millones de pesos,dinero,total
2024,02,Antofagasta,compra_interregional,pesos,8853917911366.73,miles de millones de pesos,dinero,total
2024,02,Antofagasta,compra_intrarregional,pesos,3991446013130.43,miles de millones de pesos,dinero,total
2024,02,Antofagasta,facturas_compra_interregional,unidades,6199161.0,miles de unidades,conteo,total
2024,02,Antofagasta,facturas_venta_interregional,unidades,2639806.0,miles de unidades,conteo,total
2024,02,Antofagasta,venta_interregional,pesos,9146134385509.23,miles de millones de pesos,dinero,total
2024,02,Antofagasta,venta_intrarregional,pesos,3991446013130.43,miles de millones de pesos,dinero,total
2024,03,Atacama,compra_interregional,pesos,2599533805672.38,miles de millones de pesos,dinero,total
2024,03,Atacama,compra_intrarregional,pesos,1310659075396.734,miles de millones de pesos,dinero,total
